episode,coverage,steps,forward_actions,repeat_forwards,unique_per_forward,health_loss,survived,shaped_reward,loss,policy_loss,value_loss,imitation_loss,approx_kl,teacher_weight,imitation_weight,eval_coverage,eval_coverage_p10,eval_unique_per_forward,eval_survived
2364,0.6088888888888889,197.0,156.0,20.0,0.8717948717948718,15.0,0.0,125.34265714168549,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2365,0.6488888888888888,191.0,164.0,19.0,0.8841463414634146,15.0,0.0,135.1319156060219,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2366,0.7066666666666667,213.0,172.0,14.0,0.9186046511627907,16.0,0.0,149.1741283373832,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2367,0.6488888888888888,212.0,175.0,30.0,0.8285714285714286,16.0,0.0,130.72404832649235,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2368,0.6977777777777778,206.0,173.0,17.0,0.9017341040462428,16.0,0.0,146.16199741077432,2.679846227169037,0.0010383350249867362,5.438309907913208,4.001250326633453,0.00019929471960367096,0.0,0.0,nan,nan,nan,nan
2369,0.6577777777777778,208.0,168.0,21.0,0.875,16.0,0.0,135.93035443639764,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2370,0.7111111111111111,204.0,173.0,14.0,0.9190751445086706,16.0,0.0,150.33370899534216,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2371,0.6666666666666666,199.0,169.0,20.0,0.8816568047337278,16.0,0.0,138.38673040390026,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2372,0.6577777777777778,199.0,163.0,16.0,0.901840490797546,15.0,0.0,137.8951531915665,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2373,0.6666666666666666,208.0,166.0,17.0,0.8975903614457831,16.0,0.0,139.0287518424988,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2374,0.6755555555555556,210.0,169.0,18.0,0.893491124260355,15.0,0.0,141.1653687548637,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2375,0.6666666666666666,207.0,171.0,22.0,0.8713450292397661,16.0,0.0,137.53590297603608,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2376,0.5911111111111111,174.0,139.0,7.0,0.9496402877697842,13.0,0.0,126.33938324880607,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2377,0.72,220.0,179.0,18.0,0.8994413407821229,16.0,0.0,150.74452575492853,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2378,0.7022222222222222,206.0,171.0,14.0,0.9181286549707602,16.0,0.0,148.27417749691008,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2379,0.7022222222222222,210.0,171.0,14.0,0.9181286549707602,16.0,0.0,148.04288164520267,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2380,0.6888888888888889,211.0,177.0,23.0,0.8700564971751412,16.0,0.0,142.18251276111602,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2381,0.6444444444444445,194.0,162.0,18.0,0.8888888888888888,16.0,0.0,133.95554841327666,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2382,0.6711111111111111,202.0,164.0,14.0,0.9146341463414634,16.0,0.0,141.06766664600374,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2383,0.6444444444444445,192.0,159.0,15.0,0.9056603773584906,15.0,0.0,135.4042265396119,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2384,0.6711111111111111,194.0,161.0,11.0,0.9316770186335404,14.0,0.0,142.81788582944867,2.6780682876706123,0.1916944685508497,5.049523384310305,3.7581479996442795,0.0006038809806341305,0.0,0.0,nan,nan,nan,nan
2385,0.6755555555555556,213.0,164.0,13.0,0.9207317073170732,16.0,0.0,142.08659820413587,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2386,0.5244444444444445,154.0,123.0,6.0,0.9512195121951219,12.0,0.0,112.21912055158622,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2387,0.6311111111111111,179.0,149.0,8.0,0.9463087248322147,14.0,0.0,134.78379183673863,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2388,0.6444444444444445,199.0,158.0,14.0,0.9113924050632911,16.0,0.0,134.77452420997616,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2389,0.5955555555555555,178.0,143.0,10.0,0.9300699300699301,14.0,0.0,126.1807061948777,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2390,0.7111111111111111,205.0,174.0,15.0,0.9137931034482759,16.0,0.0,149.95437194967275,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2391,0.6933333333333334,211.0,173.0,18.0,0.8959537572254336,16.0,0.0,144.8696983571052,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2392,0.6888888888888889,201.0,170.0,16.0,0.9058823529411765,16.0,0.0,144.65493152093882,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2393,0.6311111111111111,190.0,154.0,13.0,0.9155844155844156,14.0,0.0,133.20443879985814,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2394,0.6711111111111111,210.0,166.0,16.0,0.9036144578313253,16.0,0.0,140.21895570230487,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2395,0.7155555555555555,214.0,178.0,18.0,0.898876404494382,16.0,0.0,149.9798060030937,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2396,0.6755555555555556,203.0,167.0,16.0,0.9041916167664671,16.0,0.0,141.57592764139162,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2397,0.6711111111111111,198.0,167.0,17.0,0.8982035928143712,16.0,0.0,140.35349741601954,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2398,0.7022222222222222,222.0,176.0,19.0,0.8920454545454546,15.0,0.0,146.82605369663244,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2399,0.6266666666666667,197.0,157.0,17.0,0.89171974522293,16.0,0.0,129.97931315374393,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2400,0.6844444444444444,217.0,175.0,22.0,0.8742857142857143,16.0,0.0,141.36913225507735,4.585103988647461,-0.004526811905861905,9.258359432220459,4.02886962890625,0.0006057748587338097,0.0,0.0,0.6854222222222223,0.6208888888888889,0.9155027875858928,0.0
2401,0.68,208.0,175.0,23.0,0.8685714285714285,16.0,0.0,140.28427835845957,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2402,0.6622222222222223,202.0,166.0,18.0,0.891566265060241,16.0,0.0,138.05844098329536,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2403,0.6177777777777778,180.0,149.0,11.0,0.9261744966442953,14.0,0.0,131.03468964004517,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2404,0.5644444444444444,170.0,141.0,15.0,0.8936170212765957,13.0,0.0,117.86089707803734,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2405,0.7066666666666667,212.0,169.0,11.0,0.9349112426035503,16.0,0.0,149.73170042657844,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2406,0.5866666666666667,169.0,141.0,10.0,0.9290780141843972,12.0,0.0,125.07515596580515,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2407,0.6488888888888888,194.0,159.0,14.0,0.9119496855345912,15.0,0.0,136.67440550565723,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2408,0.6755555555555556,209.0,165.0,14.0,0.9151515151515152,16.0,0.0,142.05886212778086,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2409,0.68,193.0,161.0,9.0,0.9440993788819876,14.0,0.0,145.35566123056404,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2410,0.6755555555555556,207.0,171.0,20.0,0.8830409356725146,16.0,0.0,140.29347998189922,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2411,0.6844444444444444,205.0,167.0,14.0,0.9161676646706587,16.0,0.0,144.14663279628746,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2412,0.6533333333333333,199.0,160.0,14.0,0.9125,15.0,0.0,137.39655683660513,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2413,0.7111111111111111,207.0,174.0,15.0,0.9137931034482759,16.0,0.0,149.83850521564483,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2414,0.68,207.0,169.0,17.0,0.8994082840236687,16.0,0.0,142.08434285640723,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2415,0.6666666666666666,196.0,164.0,15.0,0.9085365853658537,14.0,0.0,140.6319992833137,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2416,0.7111111111111111,213.0,176.0,17.0,0.9034090909090909,16.0,0.0,149.30211347246168,5.133782982826233,-6.50833690087893e-05,10.347087383270264,4.030302047729492,0.000134224998350696,0.0,0.0,nan,nan,nan,nan
2417,0.7333333333333333,215.0,183.0,19.0,0.8961748633879781,16.0,0.0,153.8198873753546,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2418,0.6577777777777778,194.0,157.0,10.0,0.9363057324840764,13.0,0.0,140.43755919837935,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2419,0.6977777777777778,219.0,180.0,24.0,0.8666666666666667,16.0,0.0,143.81119608974447,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2420,0.7022222222222222,218.0,172.0,15.0,0.9127906976744186,15.0,0.0,147.8668460855483,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2421,0.6355555555555555,191.0,163.0,21.0,0.8711656441717791,15.0,0.0,131.25524009943007,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2422,0.6933333333333334,201.0,171.0,16.0,0.9064327485380117,16.0,0.0,145.5041804971696,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2423,0.6311111111111111,196.0,159.0,18.0,0.8867924528301887,15.0,0.0,131.03456082773215,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2424,0.64,197.0,164.0,21.0,0.8719512195121951,16.0,0.0,131.95601805257792,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2425,0.6577777777777778,204.0,164.0,17.0,0.8963414634146342,16.0,0.0,137.21845232391357,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2426,0.7022222222222222,204.0,172.0,15.0,0.9127906976744186,16.0,0.0,148.0190701289176,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2427,0.6444444444444445,187.0,160.0,16.0,0.9,14.0,0.0,135.587878019333,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2428,0.6488888888888888,216.0,167.0,22.0,0.8682634730538922,16.0,0.0,133.02081668901434,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2429,0.6577777777777778,200.0,164.0,17.0,0.8963414634146342,16.0,0.0,137.1982696986198,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2430,0.6711111111111111,192.0,165.0,15.0,0.9090909090909091,15.0,0.0,141.01350417613986,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2431,0.64,203.0,162.0,19.0,0.8827160493827161,16.0,0.0,132.443012822628,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2432,0.7111111111111111,211.0,175.0,16.0,0.9085714285714286,15.0,0.0,149.85608065557477,3.026122398674488,0.35644873161800206,5.414945997297764,3.6107062995433807,0.0018677261541597545,0.0,0.0,nan,nan,nan,nan
2433,0.6133333333333333,201.0,164.0,27.0,0.8353658536585366,16.0,0.0,123.66430340480804,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2434,0.6577777777777778,193.0,157.0,10.0,0.9363057324840764,14.0,0.0,139.999068210125,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2435,0.6488888888888888,189.0,156.0,11.0,0.9294871794871795,14.0,0.0,137.82122332286843,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2436,0.6711111111111111,200.0,166.0,16.0,0.9036144578313253,15.0,0.0,140.89976320743568,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2437,0.6488888888888888,208.0,168.0,23.0,0.8630952380952381,16.0,0.0,132.65787907552723,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2438,0.6755555555555556,213.0,172.0,21.0,0.877906976744186,16.0,0.0,139.84357997512816,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2439,0.6666666666666666,209.0,172.0,23.0,0.8662790697674418,15.0,0.0,137.68280667734135,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2440,0.6933333333333334,205.0,165.0,10.0,0.9393939393939394,16.0,0.0,147.31751389551155,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2441,0.7066666666666667,217.0,179.0,21.0,0.88268156424581,16.0,0.0,146.96196456813811,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2442,0.6711111111111111,211.0,173.0,23.0,0.8670520231213873,16.0,0.0,138.52415815782558,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2443,0.6533333333333333,206.0,173.0,27.0,0.8439306358381503,15.0,0.0,133.3836559405326,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2444,0.6088888888888889,174.0,145.0,9.0,0.9379310344827586,13.0,0.0,129.86283706140534,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2445,0.7022222222222222,212.0,170.0,13.0,0.9235294117647059,16.0,0.0,148.3675533742904,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2446,0.6222222222222222,169.0,148.0,9.0,0.9391891891891891,14.0,0.0,132.78431056499483,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2447,0.6755555555555556,208.0,169.0,18.0,0.893491124260355,16.0,0.0,140.73647615528108,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2448,0.6488888888888888,211.0,169.0,24.0,0.8579881656804734,16.0,0.0,132.7909097790718,5.992945551872253,0.0014095642400206998,12.062059164047241,3.95964115858078,0.004361602631481887,0.0,0.0,nan,nan,nan,nan
2449,0.6,177.0,145.0,11.0,0.9241379310344827,14.0,0.0,127.01716525316249,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2450,0.6755555555555556,210.0,168.0,17.0,0.8988095238095238,16.0,0.0,141.18474595260616,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2451,0.5644444444444444,169.0,136.0,10.0,0.9264705882352942,13.0,0.0,119.52312410354627,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2452,0.7022222222222222,209.0,172.0,15.0,0.9127906976744186,16.0,0.0,147.86356214094164,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2453,0.68,212.0,175.0,23.0,0.8685714285714285,16.0,0.0,140.45941501379016,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2454,0.6622222222222223,202.0,165.0,17.0,0.896969696969697,16.0,0.0,138.17936530685432,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2455,0.6888888888888889,198.0,170.0,16.0,0.9058823529411765,16.0,0.0,144.77862363767622,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2456,0.6577777777777778,186.0,157.0,10.0,0.9363057324840764,13.0,0.0,140.4999716825485,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2457,0.6133333333333333,183.0,149.0,12.0,0.9194630872483222,14.0,0.0,129.52266359567645,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2458,0.7155555555555555,211.0,173.0,13.0,0.9248554913294798,16.0,0.0,151.36589702987675,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2459,0.6044444444444445,174.0,144.0,9.0,0.9375,14.0,0.0,128.5694366607667,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2460,0.6711111111111111,202.0,164.0,14.0,0.9146341463414634,15.0,0.0,141.52326813173298,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2461,0.6044444444444445,180.0,151.0,16.0,0.8940397350993378,14.0,0.0,126.40037456703192,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2462,0.68,205.0,172.0,20.0,0.8837209302325582,16.0,0.0,141.10247608470914,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2463,0.68,211.0,168.0,16.0,0.9047619047619048,16.0,0.0,142.38971132946023,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2464,0.6666666666666666,201.0,168.0,19.0,0.8869047619047619,16.0,0.0,138.6442413196564,6.010522842407227,0.000976322724000056,12.100030422210693,4.073911070823669,0.0010558016168662476,0.0,0.0,nan,nan,nan,nan
2465,0.7155555555555555,208.0,174.0,14.0,0.9195402298850575,16.0,0.0,151.00904037427892,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2466,0.6355555555555555,188.0,160.0,18.0,0.8875,14.0,0.0,132.6362452015876,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2467,0.6888888888888889,200.0,168.0,14.0,0.9166666666666666,16.0,0.0,145.31828076839452,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2468,0.6755555555555556,203.0,168.0,17.0,0.8988095238095238,16.0,0.0,141.28751215314878,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2469,0.6577777777777778,210.0,165.0,18.0,0.8909090909090909,16.0,0.0,136.64240679597847,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2470,0.6488888888888888,196.0,165.0,20.0,0.8787878787878788,16.0,0.0,134.29048950338355,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2471,0.6533333333333333,192.0,158.0,12.0,0.9240506329113924,15.0,0.0,138.18596612405787,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2472,0.6355555555555555,215.0,171.0,29.0,0.8304093567251462,16.0,0.0,128.2385121016503,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2473,0.6177777777777778,182.0,150.0,12.0,0.92,14.0,0.0,130.71600789308553,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2474,0.6666666666666666,210.0,169.0,20.0,0.8816568047337278,16.0,0.0,138.22215568733213,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2475,0.6711111111111111,206.0,171.0,21.0,0.8771929824561403,16.0,0.0,139.09248308944697,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2476,0.6044444444444445,178.0,142.0,7.0,0.9507042253521126,14.0,0.0,129.0798742604256,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2477,0.68,214.0,171.0,19.0,0.8888888888888888,16.0,0.0,141.4919160470963,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2478,0.6488888888888888,203.0,166.0,21.0,0.8734939759036144,16.0,0.0,133.78245287609116,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2479,0.6355555555555555,188.0,156.0,14.0,0.9102564102564102,15.0,0.0,133.43699703979496,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2480,0.7022222222222222,210.0,168.0,11.0,0.9345238095238095,16.0,0.0,148.90829904460904,3.309241309762001,-0.05509256396908313,6.808664977550507,3.913212388753891,0.0005302109057083726,0.0,0.0,nan,nan,nan,nan
2481,0.6933333333333334,209.0,168.0,13.0,0.9226190476190477,16.0,0.0,146.48024221372603,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2482,0.6133333333333333,181.0,149.0,12.0,0.9194630872483222,14.0,0.0,129.6311204190255,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2483,0.6488888888888888,210.0,172.0,27.0,0.8430232558139535,16.0,0.0,131.76150729227066,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2484,0.6533333333333333,195.0,164.0,18.0,0.8902439024390244,16.0,0.0,135.78432633924484,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2485,0.5022222222222222,141.0,117.0,5.0,0.9572649572649573,11.0,0.0,107.90325833797468,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2486,0.6844444444444444,208.0,170.0,17.0,0.9,16.0,0.0,143.32461186695107,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2487,0.6088888888888889,174.0,147.0,11.0,0.9251700680272109,14.0,0.0,128.85450139951706,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2488,0.6666666666666666,211.0,168.0,19.0,0.8869047619047619,16.0,0.0,138.33331833601002,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2489,0.68,206.0,168.0,16.0,0.9047619047619048,15.0,0.0,142.84299356889727,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2490,0.6444444444444445,199.0,161.0,17.0,0.8944099378881988,16.0,0.0,134.28603458642965,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2491,0.68,202.0,170.0,18.0,0.8941176470588236,16.0,0.0,141.91541588020323,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2492,0.6311111111111111,196.0,160.0,19.0,0.88125,15.0,0.0,130.9416598858834,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2493,0.7111111111111111,209.0,172.0,13.0,0.9244186046511628,16.0,0.0,150.45678751325596,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2494,0.6666666666666666,209.0,165.0,16.0,0.9030303030303031,16.0,0.0,139.45925043535232,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2495,0.6755555555555556,208.0,171.0,20.0,0.8830409356725146,16.0,0.0,140.04284548234938,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2496,0.7066666666666667,197.0,167.0,9.0,0.9461077844311377,16.0,0.0,150.60192541265488,4.020196735858917,-0.005634450353682041,8.130011558532715,3.911669969558716,0.0009109412785619497,0.0,0.0,nan,nan,nan,nan
2497,0.5955555555555555,176.0,149.0,16.0,0.8926174496644296,13.0,0.0,124.79130728960041,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2498,0.6977777777777778,214.0,175.0,19.0,0.8914285714285715,16.0,0.0,145.6305792894363,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2499,0.6977777777777778,206.0,173.0,17.0,0.9017341040462428,15.0,0.0,146.6166354956627,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2500,0.6088888888888889,175.0,148.0,12.0,0.918918918918919,15.0,0.0,128.3104538192749,nan,nan,nan,nan,nan,0.0,0.0,0.6797333333333333,0.6266666666666667,0.9063935199883102,0.0
2501,0.6755555555555556,208.0,171.0,20.0,0.8830409356725146,16.0,0.0,140.24516945028307,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2502,0.5955555555555555,172.0,142.0,9.0,0.9366197183098591,14.0,0.0,126.56561734485634,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2503,0.6533333333333333,203.0,161.0,15.0,0.906832298136646,16.0,0.0,136.6557528357506,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2504,0.6977777777777778,205.0,172.0,16.0,0.9069767441860465,16.0,0.0,146.6132386517525,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2505,0.68,203.0,167.0,15.0,0.9101796407185628,16.0,0.0,142.71974652624138,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2506,0.6133333333333333,183.0,153.0,16.0,0.8954248366013072,14.0,0.0,128.50462733173373,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2507,0.5955555555555555,182.0,149.0,16.0,0.8926174496644296,14.0,0.0,124.23370798778545,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2508,0.6844444444444444,195.0,168.0,15.0,0.9107142857142857,15.0,0.0,144.40958178186426,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2509,0.7066666666666667,204.0,173.0,15.0,0.9132947976878613,16.0,0.0,148.78485901021955,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2510,0.64,197.0,155.0,12.0,0.9225806451612903,14.0,0.0,135.08217416477208,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2511,0.6266666666666667,179.0,147.0,7.0,0.9523809523809523,14.0,0.0,134.21783448982245,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2512,0.6666666666666666,202.0,170.0,21.0,0.8764705882352941,16.0,0.0,137.89710734081277,3.9200342297554016,-0.0001970652342606627,7.9208595752716064,4.037676811218262,0.001194193865933002,0.0,0.0,nan,nan,nan,nan
2513,0.68,204.0,170.0,18.0,0.8941176470588236,16.0,0.0,142.08224941873556,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2514,0.6755555555555556,215.0,172.0,21.0,0.877906976744186,16.0,0.0,139.7278964986801,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2515,0.6844444444444444,207.0,170.0,17.0,0.9,16.0,0.0,143.34136086559297,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2516,0.6355555555555555,200.0,161.0,19.0,0.8819875776397516,16.0,0.0,130.98748095893868,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2517,0.6622222222222223,205.0,166.0,18.0,0.891566265060241,16.0,0.0,137.8548453660011,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2518,0.6622222222222223,207.0,168.0,20.0,0.8809523809523809,16.0,0.0,137.0145940246583,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2519,0.6755555555555556,216.0,170.0,19.0,0.888235294117647,16.0,0.0,140.4850674905777,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2520,0.6844444444444444,202.0,169.0,16.0,0.9053254437869822,16.0,0.0,143.62237780570985,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2521,0.6888888888888889,198.0,168.0,14.0,0.9166666666666666,15.0,0.0,145.40650906705847,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2522,0.6488888888888888,201.0,161.0,16.0,0.9006211180124224,16.0,0.0,135.27372857999814,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2523,0.6666666666666666,210.0,168.0,19.0,0.8869047619047619,16.0,0.0,138.66871380424502,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2524,0.6666666666666666,204.0,165.0,16.0,0.9030303030303031,15.0,0.0,139.8491466145516,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
2525,0.6488888888888888,214.0,172.0,27.0,0.8430232558139535,16.0,0.0,131.97054753637303,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan
